term	warmth	competence	sociability	trust
sludgy	-0.708	-0.625	-0.708	-0.212
slug	-0.593	-0.680	-0.593	-0.424
sluggard	-0.708	-0.708	-0.708	-0.633
sluggardly	-0.727	-0.792	-0.667	-0.727
slugged	-0.545	-0.481	-0.542	-0.545
sluggish	-0.583	-0.690	-0.583	-0.167
sluggishly	-0.667	-0.958	-0.667	-0.182
sluggishness	-0.619	-0.815	-0.619	-0.364
slum	-0.714	-0.396	-0.714	-0.636
slumberous	-0.152	-0.889	-0.125	-0.152
slumlord	-1.000	0.667	-1.000	-0.939
slummy	-0.667	-0.667	-0.667	-0.556
slump	-0.583	-0.740	-0.583	-0.100
slunk	-0.630	-0.889	-0.625	-0.630
slur	-0.917	-0.146	-0.917	-0.636
slurry	-0.583	-0.370	-0.583	-0.250
slushiness	-0.333	-0.667	-0.333	-0.273
slut	-0.792	-0.382	-0.792	-0.758
sluttish	-0.818	-0.889	-0.708	-0.818
slutty	-0.833	-0.258	-0.708	-0.833
smack	-0.667	-0.238	-0.667	-0.583
smaller	0.121	-0.642	0.000	0.121
smallest	0.148	-0.742	0.000	0.148
smallpox	-0.762	-0.556	-0.762	0.000
smarmy	-0.762	-0.593	-0.762	-0.708
smart	0.524	0.846	0.524	0.233
