term	warmth	competence	sociability	trust
loco	-0.407	-0.548	-0.407	-0.389
lode	0.000	-0.364	0.000	0.000
lodge	0.444	-0.052	0.417	0.444
lodging	0.238	0.054	0.238	0.222
loftily	-0.667	0.476	-0.667	0.028
loftiness	0.545	0.600	-0.095	0.545
lofty	0.567	0.138	0.250	0.567
loggerhead	-0.583	-0.444	-0.583	-0.028
logic	0.800	0.638	-0.148	0.800
logical	0.667	0.296	-0.125	0.667
logicality	0.727	0.708	-0.083	0.727
logically	0.778	0.500	0.167	0.778
logician	-0.667	0.875	-0.667	0.636
logistics	0.467	0.460	0.000	0.467
logjam	-0.500	-0.667	-0.500	-0.100
loiter	-0.619	-0.542	-0.619	-0.333
loiterer	-0.694	-0.810	-0.556	-0.694
lollapalooza	0.625	0.381	0.625	0.030
lollipop	0.852	-0.286	0.852	0.083
lollypop	1.000	-0.375	1.000	0.061
lone	-0.708	-0.266	-0.708	0.030
loneliness	-0.778	-0.556	-0.778	-0.200
lonely	-0.667	-0.524	-0.667	-0.056
loner	-0.792	-0.558	-0.792	-0.182
lonesome	-0.667	-0.328	-0.667	-0.111
lonesomeness	-0.852	-0.875	-0.852	0.000
longest	0.000	0.276	0.000	0.000
longevity	0.800	0.490	0.593	0.800
longstanding	0.667	0.556	0.417	0.667
longtime	0.727	0.092	0.625	0.727
loo	0.083	-0.434	0.083	-0.033
look	0.125	0.230	0.125	0.000
lookalike	-0.091	-0.296	0.000	-0.091
lookout	0.500	0.278	0.500	0.152
lookup	0.278	0.333	0.000	0.278
looming	-0.571	0.056	-0.571	-0.111
looseness	-0.472	-0.417	-0.407	-0.472
loosening	0.148	-0.410	0.148	0.000
looser	-0.292	-0.524	-0.292	-0.273
looter	-1.000	0.000	-0.857	-1.000
lope	0.042	0.000	0.042	0.030
lopsided	-0.333	-0.456	-0.333	-0.194
lopsidedness	-0.500	-0.500	-0.500	-0.303
loquacious	0.958	0.333	0.958	0.067
loquaciously	0.867	0.476	0.867	0.028
lordliness	-0.625	0.926	-0.625	-0.111
lordly	0.567	1.000	-0.500	0.567
lordy	0.333	0.429	0.333	-0.083
lore	0.433	0.536	0.148	0.433
lose	-0.417	-0.648	-0.417	-0.152
loser	-0.667	-0.690	-0.667	-0.515
losing	-0.458	-0.554	-0.458	-0.042
loss	-0.593	-0.578	-0.593	-0.152
lost	-0.444	-0.580	-0.444	-0.167
lotion	0.750	-0.624	0.750	0.111
lottery	0.407	-0.018	0.407	-0.267
lotto	0.292	-0.050	0.292	-0.167
loudest	-0.125	0.230	-0.125	-0.103
loudmouth	-0.697	-0.088	-0.625	-0.697
loudness	0.286	0.240	0.286	0.061
lounger	0.389	-0.458	0.389	0.067
lounging	0.600	-0.102	0.600	0.033
louse	-1.000	-0.692	-0.750	-1.000
lousily	-0.806	-0.625	-0.667	-0.806
lousiness	-0.967	-0.958	-0.750	-0.967
lousy	-0.727	-0.532	-0.708	-0.727
lout	-0.952	-0.519	-0.952	-0.633
loutish	-0.917	-0.619	-0.917	-0.667
loutishness	-0.917	-0.792	-0.917	-0.727
lovability	1.000	0.444	1.000	0.636
lovable	1.000	-0.054	1.000	0.818
lovably	0.952	-0.259	0.952	0.727
love	0.988	0.234	0.988	0.788
loveable	0.958	-0.111	0.958	0.727
lovebird	0.958	-0.333	0.958	0.222
lovebirds	1.000	-0.048	1.000	0.394
lovechild	0.958	0.583	0.958	0.000
loved	0.958	0.164	0.958	0.722
lovee	1.000	0.222	1.000	0.485
loveee	1.000	0.386	1.000	0.364
loveless	-0.917	-0.568	-0.917	-0.359
loveliest	0.958	0.074	0.958	0.296
lovelife	0.958	0.184	0.958	0.028
loveliness	1.000	0.500	1.000	0.267
lovelorn	0.458	-0.600	0.458	-0.212
lovelovelove	1.000	0.108	1.000	0.083
lovely	1.000	0.482	1.000	0.467
lovemaking	0.833	0.628	0.833	0.061
lovemylife	1.000	0.146	1.000	0.000
lover	1.000	0.393	1.000	0.500
loveseat	0.958	-0.208	0.958	0.091
lovesick	0.476	0.000	0.476	-0.133
lovesickness	0.583	-0.667	0.583	0.000
lovethis	1.000	0.052	1.000	0.556
loving	0.980	0.272	0.980	0.875
lovinglife	1.000	0.346	1.000	0.424
lovinlife	0.926	0.088	0.926	0.074
low	-0.417	-0.844	-0.417	-0.194
lowball	-0.700	0.444	-0.619	-0.700
lowborn	-0.583	-0.889	-0.583	-0.222
lowbred	-0.833	-0.889	-0.833	-0.700
lowbrow	-0.583	-0.625	-0.583	-0.424
lowdown	-0.758	-0.118	-0.500	-0.758
lower	-0.125	-0.484	-0.125	0.028
lowerclassmen	0.037	-0.519	0.037	-0.037
lowering	-0.375	-0.528	-0.375	-0.250
lowermost	0.037	-0.667	0.000	0.037
lowest	-0.375	-0.742	-0.375	-0.222
lowkey	0.429	-0.114	0.429	0.030
lowlander	-0.208	-0.238	-0.208	0.000
lowlands	0.143	-0.338	0.143	0.000
lowlife	-1.000	-0.382	-1.000	-0.909
lowliness	-0.583	-1.000	-0.583	-0.121
lowness	-0.556	-0.875	-0.556	-0.091
loyal	0.973	0.314	0.973	0.879
loyalism	0.767	0.190	0.444	0.767
loyalist	0.806	0.370	0.778	0.806
loyally	1.000	0.500	1.000	0.879
loyalty	1.000	0.586	1.000	1.000
lozenge	0.167	0.000	0.167	0.111
lsd	-0.750	-0.220	-0.667	-0.750
lubricant	0.048	-0.092	0.048	0.030
lucent	0.375	0.143	0.375	0.361
lucid	0.750	0.410	0.611	0.750
lucidity	0.606	0.708	0.143	0.606
lucidly	0.593	0.583	0.125	0.593
lucidness	0.636	0.667	0.500	0.636
luck	0.750	0.434	0.750	0.100
luckiest	0.857	0.704	0.857	0.091
luckily	0.741	-0.125	0.741	0.194
luckiness	0.667	-0.167	0.667	0.083
luckless	-0.500	-0.519	-0.500	-0.394
lucklessly	-0.524	-0.708	-0.524	-0.273
lucky	0.917	0.586	0.917	0.133
luckygirl	0.857	-0.058	0.857	0.030
lucrative	0.242	0.596	0.000	0.242
lucratively	0.061	0.667	0.048	0.061
ludicrous	-0.722	-0.452	-0.722	-0.212
ludicrously	-0.667	-0.167	-0.667	-0.500
ludicrousness	-0.625	-0.375	-0.625	-0.212
lug	-0.583	-0.320	-0.583	0.000
luge	0.042	0.095	0.042	0.000
lullaby	1.000	-0.322	1.000	0.259
lumbar	-0.375	-0.316	-0.375	0.028
lumbering	-0.556	0.310	-0.556	0.000
luminal	0.000	0.000	0.000	0.000
luminance	0.067	0.000	0.000	0.067
luminary	0.917	1.000	0.917	0.667
luminescence	0.333	0.111	0.333	0.042
luminescent	0.370	0.052	0.370	0.133
luminosity	0.182	0.583	0.111	0.182
luminous	0.619	0.566	0.619	0.148
luminously	0.524	0.370	0.524	-0.067
luminousness	0.500	0.292	0.500	0.133
lumpiness	-0.500	-0.190	-0.500	-0.167
lumpish	-0.800	-0.792	-0.593	-0.800
lumpy	-0.133	-0.270	-0.042	-0.133
lunacy	-0.818	-0.340	-0.667	-0.818
lunatic	-0.758	-0.116	-0.750	-0.758
lunch	0.958	0.084	0.958	0.091
lunchbox	0.810	-0.308	0.810	0.133
luncheon	0.722	-0.118	0.722	0.030
luncheonette	0.778	-0.037	0.778	0.083
lunchroom	0.792	0.000	0.792	0.148
lunchtime	0.917	-0.112	0.917	0.037
lunge	-0.542	0.018	-0.542	-0.455
lupus	-0.417	-0.417	-0.417	0.000
lurid	-0.606	0.072	-0.593	-0.606
luridly	-0.667	-0.208	-0.667	-0.633
luridness	-0.788	0.125	-0.571	-0.788
lurk	-0.667	0.310	-0.667	-0.606
lurker	-0.778	-0.583	-0.778	-0.444
luscious	0.810	0.090	0.810	0.222
lusciously	0.630	0.296	0.630	-0.030
lusciousness	0.944	0.143	0.944	0.083
lush	0.593	0.666	0.593	-0.083
lushness	0.875	0.333	0.875	0.139
lusterless	-0.708	-0.800	-0.708	-0.273
lustiness	0.148	0.625	0.148	0.067
lustrous	0.222	0.196	0.222	0.167
lustrously	0.250	0.500	0.250	0.000
luv	0.958	-0.066	0.958	0.139
luxuriance	0.333	0.407	0.333	0.121
luxuriant	0.625	0.624	0.625	0.111
luxuriantly	0.500	0.042	0.500	0.030
luxuriate	0.708	0.148	0.708	0.182
luxurious	0.714	0.508	0.714	0.139
luxuriously	0.476	0.500	0.476	0.000
luxuriousness	0.111	0.556	-0.048	0.111
luxury	0.167	0.500	0.167	0.121
lye	-0.792	-0.114	-0.792	-0.606
lying	-0.909	-0.366	-0.810	-0.909
lymph	0.000	-0.220	0.000	0.000
lymphatic	-0.476	-0.056	-0.476	-0.028
lymphoblast	-0.028	0.000	0.000	-0.028
lymphocyte	0.033	0.000	0.000	0.033
lymphocytic	-0.286	0.048	-0.286	0.000
lymphoma	-0.762	-0.340	-0.762	0.000
lynch	-1.000	-0.036	-0.958	-1.000
lynching	-1.000	0.096	-1.000	-1.000
lyre	0.333	-0.172	0.333	-0.037
lyric	0.500	-0.072	0.500	0.167
lyrical	0.333	0.236	0.333	0.121
lyricism	0.571	0.185	0.571	0.133
lyricist	0.667	0.542	0.667	0.091
lyrist	0.250	0.259	0.250	0.139
macabre	-0.833	-0.381	-0.833	-0.452
macadamia	0.417	-0.132	0.417	0.000
macarena	0.741	-0.264	0.741	0.042
macaroni	0.381	-0.236	0.381	0.030
macaroon	0.500	0.000	0.500	0.139
maceration	-0.542	-0.250	-0.542	-0.121
machete	-0.667	-0.052	-0.667	-0.056
machiavellism	-1.000	1.000	-1.000	-0.833
machinate	-0.611	0.741	-0.583	-0.611
machination	-0.852	0.875	-0.708	-0.852
machinegun	-1.000	0.926	-1.000	-0.222
machinelike	-0.875	0.708	-0.875	0.273
machismo	-0.633	0.917	-0.593	-0.633
macho	-0.292	0.352	-0.292	-0.067
macrobiotic	0.148	0.148	0.148	0.091
macrocosmic	-0.208	0.583	-0.208	0.030
mad	-0.792	-0.446	-0.792	-0.222
madcap	0.467	0.667	0.467	-0.185
madden	-0.576	-0.086	-0.524	-0.576
madder	-0.333	-0.466	-0.333	0.000
made	0.182	0.167	0.000	0.182
mademoiselle	0.630	-0.078	0.630	0.139
mademyday	0.952	0.074	0.952	0.333
madhouse	-0.667	-0.120	-0.667	-0.667
madman	-0.905	-0.376	-0.905	-0.741
madness	-0.750	-0.120	-0.750	-0.583
madras	0.190	0.048	0.190	0.000
madwoman	-0.704	-0.619	-0.704	-0.583
maelstrom	-0.708	0.708	-0.708	-0.704
maestro	0.778	0.698	0.542	0.778
mafia	-0.944	0.352	-0.762	-0.944
magenta	0.033	-0.170	0.000	0.033
maggot	-0.905	-0.530	-0.905	-0.519
maggoty	-0.875	-0.857	-0.875	-0.806
magic	0.792	0.156	0.792	0.091
magical	0.958	0.190	0.958	0.033
magically	0.619	0.375	0.619	0.091
magician	0.875	0.102	0.875	0.121
magisterial	0.485	1.000	-0.476	0.485
magisterially	0.444	1.000	0.143	0.444
magma	-0.067	0.218	-0.048	-0.067
magnanimity	0.967	0.667	0.917	0.967
magnanimous	0.952	0.778	0.952	0.806
magnanimously	0.958	0.815	0.958	0.958
magnanimousness	1.000	0.810	1.000	1.000
magnate	-0.500	0.736	-0.500	0.167
magnesia	-0.042	0.000	-0.042	0.000
magnetism	0.619	0.482	0.619	0.056
magnetization	-0.125	0.476	-0.125	0.000
magnetize	0.481	0.714	0.481	0.000
magnification	0.083	0.760	0.000	0.083
magnificence	0.917	0.840	0.917	0.370
magnificent	0.958	0.963	0.958	0.273
magnificently	0.750	0.667	0.750	0.233
magnifico	0.286	0.762	0.286	0.028
magnify	0.222	0.776	0.185	0.222
maharajah	0.367	1.000	0.190	0.367
maiden	0.455	-0.078	0.417	0.455
maidenhead	0.455	-0.619	0.000	0.455
maidenhood	0.455	-0.375	0.333	0.455
maidenly	0.545	-0.625	0.467	0.545
mailbag	0.111	0.000	0.111	0.033
mailing	0.381	-0.250	0.381	0.083
mailman	0.727	-0.076	0.583	0.727
mailwoman	0.636	0.208	0.571	0.636
maim	-0.970	-0.008	-0.917	-0.970
main	0.296	0.622	0.148	0.296
mainland	0.091	0.612	0.000	0.091
mainline	-0.152	0.625	0.111	-0.152
mainsail	0.091	0.542	-0.042	0.091
mainstay	0.818	0.426	0.625	0.818
mainstream	0.167	0.320	0.148	0.167
maintain	0.667	0.294	0.524	0.667
maintainable	0.639	0.571	0.190	0.639
maintainer	0.583	0.593	0.292	0.583
majestic	0.833	0.812	0.833	0.778
majestically	0.524	0.792	0.524	0.500
majesty	0.758	0.955	0.704	0.758
major	0.278	0.748	0.250	0.278
majorette	0.556	0.519	0.556	0.067
majority	0.641	0.860	0.000	0.641
make	0.278	-0.040	0.278	0.061
makeover	0.583	0.192	0.583	0.061
maker	0.556	0.412	0.500	0.556
makesmehappy	1.000	0.424	1.000	0.100
makesmemad	-0.750	0.000	-0.750	-0.636
makeup	0.333	-0.338	0.333	0.056
makingdisciples	0.625	0.328	0.625	0.375
malabsorption	-0.524	-0.889	-0.524	-0.067
malachite	-0.095	0.000	0.000	-0.095
maladaptive	-0.667	-0.778	-0.667	-0.606
maladjust	-0.697	-0.667	-0.667	-0.697
maladjustment	-0.708	-0.852	-0.708	-0.545
malady	-0.667	-0.392	-0.667	-0.167
malaise	-0.667	-0.568	-0.667	-0.037
malapropism	-0.444	-0.630	-0.444	-0.370
malaria	-0.875	-0.392	-0.875	-0.083
malarial	-0.750	-0.778	-0.750	-0.067
malarkey	-0.758	-0.070	-0.542	-0.758
malcontent	-0.667	-0.250	-0.667	-0.556
malediction	-0.917	0.810	-0.917	-0.848
malefaction	-0.939	0.083	-0.857	-0.939
malefactor	-1.000	0.958	-0.889	-1.000
malevolence	-1.000	0.917	-1.000	-0.833
malevolency	-1.000	0.917	-1.000	-0.917
malevolent	-0.958	0.226	-0.958	-0.848
malevolently	-1.000	0.625	-1.000	-0.833
malfeasance	-0.963	-0.350	-0.963	-0.933
malfeasant	-0.939	0.500	-0.857	-0.939
malformation	-0.611	-0.286	-0.611	0.000
malformed	-0.625	-0.857	-0.625	-0.500
malfunction	-0.571	-0.542	-0.571	-0.533
malice	-1.000	-0.016	-0.905	-1.000
malicious	-1.000	0.214	-1.000	-0.933
maliciously	-0.933	0.833	-0.926	-0.933
maliciousness	-0.972	0.741	-0.963	-0.972
malign	-0.900	-0.038	-0.875	-0.900
malignance	-0.963	-0.867	-0.917	-0.963
malignancy	-1.000	0.228	-1.000	-1.000
malignant	-0.958	-0.260	-0.958	-0.788
malignantly	-1.000	0.458	-1.000	-0.917
maligned	-0.788	-0.564	-0.667	-0.788
maligner	-0.952	0.095	-0.952	-0.926
malignity	-1.000	0.222	-0.917	-1.000
malinger	-0.879	-0.583	-0.708	-0.879
malingerer	-0.958	-0.833	-0.958	-0.806
mall	0.375	-0.008	0.375	0.111
malleability	0.296	-0.556	0.296	0.091
mallet	-0.208	-0.034	-0.208	0.033
mallow	0.571	-0.333	0.571	0.000
malnourish	-0.714	-0.958	-0.714	-0.083
malnourishment	-0.792	-0.958	-0.792	0.000
malnutrition	-0.714	-0.446	-0.714	0.000
malodorous	-0.708	-0.611	-0.708	-0.515
malpractice	-1.000	-0.340	-0.905	-1.000
malpractitioner	-1.000	-0.857	-0.833	-1.000
malt	0.167	-0.352	0.167	0.061
maltreat	-1.000	0.444	-0.875	-1.000
maltreatment	-0.958	-0.750	-0.958	-0.944
malware	-1.000	0.704	-1.000	-0.897
mama	1.000	0.456	1.000	0.818
mambo	0.905	-0.110	0.905	0.000
mammy	1.000	-0.128	1.000	-0.833
manacle	-0.857	-0.292	-0.857	-0.259
manageability	0.733	0.667	0.333	0.733
manageable	0.481	0.310	0.481	0.167
manageably	0.375	0.444	0.375	0.222
managed	0.500	-0.481	0.074	0.500
management	0.606	0.612	0.000	0.606
manager	0.556	0.794	0.185	0.556
managerially	0.545	0.833	0.000	0.545
manatee	0.778	-0.208	0.778	0.148
mandarin	0.476	-0.018	0.476	0.139
mandatorily	-0.148	0.792	-0.148	-0.056
mandatory	0.576	0.554	-0.429	0.576
mandolin	0.500	-0.266	0.500	0.030
mandrel	-0.370	-0.038	-0.370	0.028
maneuverability	0.000	0.778	0.000	0.000
maneuverable	0.100	0.630	0.083	0.100
maneuvering	-0.121	0.490	-0.111	-0.121
manfully	0.583	0.714	0.458	0.583
manga	0.292	0.000	0.292	0.000
mange	-0.545	-0.304	-0.542	-0.545
manger	0.542	-0.204	0.542	0.167
mangle	-0.667	-0.290	-0.542	-0.667
mangled	-0.667	-0.741	-0.667	-0.212
mango	0.286	-0.420	0.286	0.056
mangy	-0.875	-0.460	-0.875	-0.367
manhandle	-0.700	0.905	-0.625	-0.700
manhole	-0.238	0.032	-0.238	-0.033
manhood	0.424	0.716	0.238	0.424
manhunt	-0.750	0.314	-0.750	0.000
mania	-0.667	-0.236	-0.667	-0.444
maniac	-0.917	-0.138	-0.917	-0.788
maniacal	-0.857	0.000	-0.857	-0.727
maniacally	-0.694	0.778	-0.619	-0.694
manic	-0.625	-0.264	-0.625	-0.556
manicotti	0.444	0.000	0.444	0.000
manicure	0.556	-0.432	0.556	0.061
manifest	0.242	0.408	0.111	0.242
manifesto	-0.095	0.352	-0.095	0.083
manipulate	-0.909	0.544	-0.875	-0.909
manipulated	-0.714	-0.778	-0.714	-0.667
manipulation	-0.833	0.072	-0.714	-0.833
manipulative	-0.963	0.092	-0.833	-0.963
manipulatively	-0.727	0.875	-0.704	-0.727
manipulator	-0.963	0.852	-0.875	-0.963
mankind	0.944	0.536	0.944	0.182
manlike	0.200	0.500	-0.042	0.200
manliness	-0.524	0.708	-0.524	0.500
manly	0.576	0.692	0.190	0.576
manna	0.767	0.088	0.762	0.767
mannerly	0.926	0.259	0.926	0.833
manners	0.963	0.034	0.963	0.818
mannishly	-0.333	0.593	-0.333	0.000
manor	0.500	0.476	0.133	0.500
mansion	0.778	0.434	0.778	0.100
mansions	-0.333	0.554	-0.333	0.152
manslaughter	-1.000	-0.054	-0.956	-1.000
manslayer	-1.000	0.952	-1.000	-1.000
mantra	0.381	-0.286	0.381	0.030
mantrap	-0.750	0.630	-0.750	-0.611
manual	0.111	-0.102	0.000	0.111
manufacture	0.121	0.560	0.042	0.121
manufactured	-0.519	0.333	-0.519	-0.152
manufacturer	0.545	0.660	0.000	0.545
manufacturing	-0.190	0.608	-0.190	-0.030
manure	-0.778	-0.518	-0.778	-0.133
mapleleaf	0.286	0.000	0.286	0.000
mapmaking	0.667	0.476	0.048	0.667
maraca	0.556	0.000	0.556	0.056
maraschino	0.111	0.000	0.111	0.061
marathon	0.519	0.480	0.519	0.194
marathoner	0.667	0.714	0.667	0.333
maraud	-0.909	0.926	-0.875	-0.909
marauder	-0.963	0.958	-0.963	-0.758
marbled	0.048	-0.164	0.048	0.000
marbles	0.222	-0.518	0.222	0.000
margarita	0.750	-0.160	0.750	0.100
margaritas	0.875	0.000	0.875	0.152
marginal	-0.630	-0.310	-0.630	-0.167
marginality	-0.667	-0.625	-0.667	0.000
marginalize	-0.750	0.815	-0.750	-0.697
mariachi	0.833	0.218	0.833	0.056
marijuana	-0.259	0.116	-0.042	-0.259
marimba	0.458	0.042	0.458	0.000
marinade	0.095	0.000	0.095	0.033
marinara	0.208	-0.130	0.208	0.056
marinated	0.417	0.222	0.417	0.067
marine	0.458	0.358	0.458	0.133
mariner	0.528	0.352	0.429	0.528
marital	0.750	0.000	0.750	0.167
maritime	0.417	0.426	0.417	0.167
marjoram	0.143	-0.222	0.143	0.000
markedly	0.152	0.250	0.000	0.152
market	0.524	0.042	0.524	0.222
marketability	0.056	0.708	0.056	0.000
marketable	0.364	0.328	0.000	0.364
marketer	-0.182	0.519	0.111	-0.182
marketplace	0.762	0.050	0.762	0.194
markswoman	0.476	0.714	-0.048	0.476
marl	0.000	-0.298	0.000	0.000
marmalade	0.619	-0.212	0.619	0.100
marooned	-0.714	-0.680	-0.714	-0.167
marred	-0.600	-0.534	-0.600	-0.481
marriage	0.909	0.500	0.909	0.636
marriageable	0.583	0.292	0.583	0.233
married	1.000	0.204	1.000	0.576
marries	0.708	0.333	0.708	0.167
marrow	0.091	-0.056	0.000	0.091
marrowbone	-0.296	-0.083	-0.296	0.030
marry	1.000	0.346	1.000	0.606
marsh	-0.042	-0.446	-0.042	0.030
marshmallow	0.958	-0.218	0.958	0.121
martian	-0.028	0.037	0.000	-0.028
martini	0.583	0.038	0.583	0.030
martyr	0.750	0.018	0.083	0.750
martyrdom	0.576	-0.116	0.389	0.576
marvel	0.762	0.732	0.762	0.100
marvellous	1.000	0.698	1.000	0.182
marvelous	1.000	0.556	1.000	0.233
marvelously	0.857	0.504	0.857	0.139
marxism	-0.727	0.810	-0.583	-0.727
marxist	-0.542	0.481	-0.542	-0.455
marys	0.000	0.000	0.000	0.000
marzipan	0.722	-0.484	0.722	0.000
mascarpone	0.167	0.000	0.167	0.111
mascot	1.000	-0.326	1.000	0.467
masculine	0.444	0.546	0.333	0.444
masked	-0.519	0.036	-0.519	-0.200
masklike	-0.583	-0.296	-0.583	-0.556
masochism	-0.762	-0.034	-0.762	-0.300
masochist	-0.667	-0.294	-0.667	-0.222
masochistic	-0.625	-0.792	-0.625	-0.515
masonry	0.303	0.481	-0.048	0.303
massacre	-1.000	0.280	-0.952	-1.000
massage	0.926	-0.174	0.926	0.611
massager	0.583	-0.417	0.583	0.111
massively	0.074	0.583	-0.042	0.074
massiveness	-0.296	0.917	-0.296	-0.030
mastectomy	-0.222	-0.185	-0.222	0.125
master	0.606	0.698	0.571	0.606
mastercard	0.630	0.667	0.042	0.630
masterclass	0.694	0.875	0.333	0.694
masterful	0.200	0.960	0.000	0.200
masterfully	0.286	1.000	0.286	0.182
masterly	0.333	0.625	0.333	0.242
mastermind	-0.296	0.836	-0.133	-0.296
masterpiece	0.800	0.694	0.762	0.800
mastership	0.667	1.000	0.370	0.667
masterstroke	0.476	1.000	0.476	0.242
masterwork	0.697	0.905	0.389	0.697
mastery	0.788	0.746	0.375	0.788
mastiff	0.619	0.905	0.619	0.528
mastitis	-0.714	-0.667	-0.714	0.000
masturbator	-0.704	-0.407	-0.704	-0.167
masturbatory	-0.788	-0.542	-0.571	-0.788
matador	0.429	0.334	0.429	0.037
matchbox	0.000	0.000	0.000	0.000
matcher	0.208	0.370	0.208	0.000
matching	0.545	-0.164	0.167	0.545
matchlessly	0.333	0.889	0.143	0.333
matchlessness	0.767	0.875	-0.167	0.767
matchmaking	0.958	0.250	0.958	0.121
mate	1.000	0.338	1.000	0.485
materialism	-0.476	0.112	-0.476	-0.242
materialist	-0.593	0.008	-0.593	-0.467
materialistically	-0.583	0.333	-0.583	-0.185
materialization	0.030	0.625	0.000	0.030
materialize	0.083	0.456	0.042	0.083
materials	0.033	-0.054	0.000	0.033
maternal	1.000	0.268	1.000	0.778
maternally	1.000	-0.600	1.000	0.633
maternity	0.958	0.244	0.958	0.576
matey	0.958	0.571	0.958	0.467
matinee	0.389	-0.106	0.389	0.033
mating	-0.125	0.518	-0.125	0.000
matriarch	0.926	1.000	0.926	0.667
matriarchic	0.583	0.857	0.571	0.583
matricidal	-1.000	1.000	-1.000	-0.867
matricide	-1.000	0.708	-1.000	-0.933
matriculate	0.182	0.333	0.000	0.182
matrimonial	0.952	-0.167	0.952	0.167
matrimony	0.952	0.686	0.952	0.708
matronly	0.750	-0.042	0.750	0.545
matted	-0.375	-0.214	-0.375	-0.026
maturate	0.128	0.407	0.000	0.128
mature	0.767	0.200	0.542	0.767
maturely	0.697	0.593	0.667	0.697
maturity	0.778	0.612	0.333	0.778
maudlin	-0.583	-0.264	-0.583	-0.375
maul	-0.875	0.704	-0.875	-0.556
mauler	-0.788	0.963	-0.625	-0.788
mausoleum	-0.833	0.188	-0.833	0.030
maverick	0.056	-0.182	0.056	-0.048
maw	-0.810	0.074	-0.810	-0.303
maxim	0.583	0.774	0.083	0.583
maximal	0.194	0.875	-0.042	0.194
maximalist	-0.056	0.833	-0.056	0.000
maximally	0.133	0.714	0.000	0.133
maximization	0.182	0.815	-0.111	0.182
maximize	0.182	0.584	0.167	0.182
maximum	0.167	0.704	-0.042	0.167
may	0.033	-0.510	0.000	0.033
mayday	-0.095	-0.154	0.067	-0.095
mayflower	0.556	-0.142	0.533	0.556
mayhem	-1.000	-0.272	-0.944	-1.000
maypole	0.556	0.000	0.556	0.000
mead	0.333	-0.118	0.333	0.033
meadowland	0.556	-0.190	0.556	0.111
meadowlark	0.381	0.000	0.381	0.242
meager	-0.500	-0.438	-0.500	-0.121
meagerly	-0.619	-0.857	-0.619	-0.033
meagerness	-0.667	-0.630	-0.667	-0.030
meal	0.833	-0.054	0.833	0.815
mealtime	0.875	0.000	0.875	0.222
mealworm	-0.778	-0.400	-0.778	-0.139
meaner	-0.875	0.762	-0.875	-0.704
meanest	-1.000	0.148	-1.000	-0.958
meanie	-0.792	-0.192	-0.792	-0.611
meaning	0.833	0.250	0.833	0.633
meaningful	0.917	0.604	0.917	0.222
meaningfully	0.762	0.542	0.762	0.708
meaningfulness	0.958	0.619	0.958	0.697
meaningless	-0.792	-0.714	-0.792	-0.424
meaninglessly	-0.708	-0.815	-0.708	-0.639
meaninglessness	-0.905	-0.833	-0.905	-0.185
meanly	-0.667	-0.625	-0.667	-0.667
meanness	-1.000	-0.264	-1.000	-0.867
meanwhile	0.083	0.000	0.083	0.028
measles	-0.708	-0.156	-0.708	0.000
measly	-0.762	-0.833	-0.762	-0.455
measurer	0.528	0.444	0.000	0.528
meathead	-0.714	-0.020	-0.714	-0.639
meatiness	0.148	0.278	0.148	0.000
meatloaf	0.952	-0.250	0.952	0.077
meaty	0.033	0.407	0.000	0.033
mechanically	-0.667	-0.111	-0.667	0.077
mechanization	-0.583	0.741	-0.583	0.000
med	0.095	0.212	0.095	0.028
medal	0.833	0.492	0.583	0.833
medalist	0.833	0.708	0.833	0.611
medallion	0.111	0.420	0.000	0.111
medallist	0.857	0.794	0.857	0.700
meddle	-0.583	0.052	-0.583	-0.556
meddler	-0.667	0.238	-0.667	-0.333
meddlesome	-0.697	-0.500	-0.625	-0.697
meddlesomeness	-0.758	-0.407	-0.667	-0.758
meddling	-0.641	-0.078	-0.524	-0.641
mediate	0.727	0.308	0.714	0.727
mediation	0.857	0.314	0.857	0.636
mediational	0.455	0.481	0.444	0.455
medicare	0.889	0.375	0.889	0.697
medicinal	0.533	0.228	-0.037	0.533
medicine	0.958	0.358	0.958	0.487
medievalism	-0.583	0.444	-0.583	-0.303
mediocre	-0.625	-0.702	-0.625	-0.125
mediocrity	-0.583	-0.550	-0.583	-0.074
meditate	0.714	0.128	0.714	0.639
meditating	0.458	-0.202	0.458	0.333
meditation	1.000	-0.044	1.000	0.714
meditatively	0.333	-0.296	0.222	0.333
meditator	0.639	0.519	0.444	0.639
mediterranean	0.905	0.090	0.905	0.056
medusa	-0.875	0.792	-0.875	-0.718
meekness	0.833	-0.958	0.833	0.333
meet	1.000	0.160	1.000	0.242
meeting	0.889	0.226	0.889	0.152
mega	0.048	0.446	0.048	0.000
megabucks	0.133	0.815	-0.042	0.133
megadeal	0.091	0.905	0.000	0.091
megalomania	-0.815	1.000	-0.810	-0.815
megalomaniac	-0.958	1.000	-0.958	-0.788
megalomaniacal	-0.917	1.000	-0.917	-0.833
megapixel	0.037	0.292	0.000	0.037
megastar	0.542	1.000	0.542	0.250
megastore	0.037	0.667	0.000	0.037
megawatt	0.167	0.963	0.000	0.167
meh	-0.625	-0.270	-0.625	0.000
melancholia	-0.667	-0.381	-0.667	-0.111
melancholic	-0.667	-0.446	-0.667	-0.061
melancholically	-0.524	-0.611	-0.524	-0.148
melancholy	-0.458	-0.526	-0.458	-0.061
melange	0.095	0.000	0.095	0.000
melanoma	-0.762	-0.208	-0.762	-0.148
meld	0.630	0.250	0.630	0.000
mellow	0.857	-0.328	0.857	0.467
